transaction_id,transaction_date,store_id,customer_id,product_id,quantity,unit_price,discount_pct,promo_id,payment_method,total_amount
TXN0054455,2025-05-13,ST06,C01866,P152,1,232.29,0.0,,Card,232.29
TXN0054456,2025-05-13,ST06,,P049,1,261.9,0.0,,Cash,261.9
TXN0054457,2025-05-13,ST06,,P120,2,56.92,0.0,,Mobile Banking,113.84
TXN0054458,2025-05-13,ST06,C00323,P034,1,314.7,0.0,,Mobile Banking,314.7
TXN0054459,2025-05-14,ST06,C02852,P172,1,253.24,0.0,,Card,253.24
TXN0054460,2025-05-14,ST06,C05760,P172,1,253.24,0.0,,Card,253.24
TXN0054461,2025-05-14,ST06,,P037,3,215.57,0.0,,Mobile Banking,646.71
TXN0054462,2025-05-14,ST06,C03478,P036,2,669.34,0.0,,Card,1338.68
TXN0054463,2025-05-14,ST06,C01273,P100,1,448.57,0.0,,Card,448.57
TXN0054464,2025-05-14,ST06,C02268,P173,1,465.96,0.0,,Mobile Banking,465.96
TXN0054465,2025-05-14,ST06,C01060,P060,1,152.78,0.0,,Cash,152.78
TXN0054466,2025-05-14,ST06,C03243,P036,1,669.34,0.0,,Cash,669.34
TXN0054467,2025-05-14,ST06,C00287,P002,2,204.15,0.0,,Mobile Banking,408.3
TXN0054468,2025-05-15,ST06,C03926,P039,1,155.68,0.0,,Mobile Banking,155.68
TXN0054469,2025-05-15,ST06,C01885,P163,1,193.24,0.0,,Cash,193.24
TXN0054470,2025-05-15,ST06,C00026,P132,1,534.0,0.0,,Cash,534.0
TXN0054471,2025-05-15,ST06,,P082,1,82.6,0.0,,Mobile Banking,82.6
TXN0054472,2025-05-15,ST06,C05983,P154,1,149.3,0.0,,Card,149.3
TXN0054473,2025-05-15,ST06,C02962,P142,1,264.38,0.0,,Mobile Banking,264.38
TXN0054474,2025-05-15,ST06,C03031,P120,4,56.92,0.0,,Cash,227.68
TXN0054475,2025-05-15,ST06,C05092,P051,1,115.34,0.0,,Cash,115.34
TXN0054476,2025-05-15,ST06,C04111,P126,1,268.86,0.0,,Card,268.86
TXN0054477,2025-05-15,ST06,C05656,P067,2,246.62,0.0,,Card,493.24
TXN0054478,2025-05-15,ST06,C05110,P052,1,655.45,0.0,,Card,655.45
TXN0054479,2025-05-15,ST06,C02343,P061,2,342.49,0.0,,Cash,684.98
TXN0054480,2025-05-15,ST06,C04806,P147,1,137.52,0.0,,Mobile Banking,137.52
TXN0054481,2025-05-16,ST06,C03336,P169,1,158.74,0.0,,Cash,158.74
TXN0054482,2025-05-16,ST06,C05983,P119,1,243.7,0.0,,Card,243.7
TXN0054483,2025-05-16,ST06,C05896,P036,1,669.34,0.0,,Card,669.34
TXN0054484,2025-05-16,ST06,C03535,P034,1,314.7,0.0,,Cash,314.7
TXN0054485,2025-05-16,ST06,C04227,P044,1,262.03,0.0,,Mobile Banking,262.03
TXN0054486,2025-05-16,ST06,C01796,P071,1,181.59,0.0,,Mobile Banking,181.59
TXN0054487,2025-05-16,ST06,C04505,P149,4,235.95,0.0,,Cash,943.8
TXN0054488,2025-05-16,ST06,C04245,P125,2,280.48,0.0,,Cash,560.96
TXN0054489,2025-05-16,ST06,C03730,P118,2,179.64,0.0,,Cash,359.28
TXN0054490,2025-05-16,ST06,C03535,P037,1,215.57,0.0,,Mobile Banking,215.57
TXN0054491,2025-05-16,ST06,,P034,4,314.7,0.0,,Card,1258.8
TXN0054492,2025-05-16,ST06,C05556,P153,2,131.19,0.0,,Cash,262.38
TXN0054493,2025-05-17,ST06,,P091,2,92.35,0.0,,Card,184.7
TXN0054494,2025-05-17,ST06,C00605,P175,3,125.57,0.0,,Card,376.71
TXN0054495,2025-05-17,ST06,C01105,P040,1,308.78,0.0,,Cash,308.78
TXN0054496,2025-05-17,ST06,C04883,P119,2,243.7,0.0,,Mobile Banking,487.4
TXN0054497,2025-05-17,ST06,C02506,P177,2,185.02,0.0,,Cash,370.04
TXN0054498,2025-05-17,ST06,C01561,P121,1,141.6,0.0,,Card,141.6
TXN0054499,2025-05-17,ST06,C05656,P038,2,142.61,0.0,,Card,285.22
TXN0054500,2025-05-17,ST06,C03846,P140,1,317.65,0.0,,Card,317.65
TXN0054501,2025-05-18,ST06,C01761,P058,1,84.73,0.0,,Cash,84.73
TXN0054502,2025-05-18,ST06,C00627,P140,1,317.65,0.0,,Card,317.65
TXN0054503,2025-05-18,ST06,C00627,P058,1,84.73,0.0,,Mobile Banking,84.73
TXN0054504,2025-05-18,ST06,C05651,P139,2,421.36,0.0,,Card,842.72
TXN0054505,2025-05-18,ST06,C04590,P023,2,232.98,0.0,,Mobile Banking,465.96
TXN0054506,2025-05-18,ST06,C04299,P027,2,291.98,0.0,,Cash,583.96
TXN0054507,2025-05-18,ST06,C01561,P038,2,142.61,0.0,,Mobile Banking,285.22
TXN0054508,2025-05-18,ST06,C03336,P065,7,280.1,0.0,,Card,1960.7
TXN0054509,2025-05-18,ST06,C02796,P112,2,123.89,0.0,,Cash,247.78
TXN0054510,2025-05-18,ST06,C03385,P082,4,82.6,0.0,,Card,330.4
TXN0054511,2025-05-18,ST06,C05918,P032,2,195.11,0.0,,Card,390.22
TXN0054512,2025-05-18,ST06,C03660,P031,1,211.77,0.0,,Cash,211.77
TXN0054513,2025-05-18,ST06,,P105,1,423.24,0.0,,Mobile Banking,423.24
TXN0054514,2025-05-18,ST06,C01570,P040,1,308.78,0.0,,Cash,308.78
TXN0054515,2025-05-18,ST06,C05466,P031,1,211.77,0.0,,Cash,211.77
TXN0054516,2025-05-18,ST06,C03144,P060,2,152.78,0.0,,Mobile Banking,305.56
TXN0054517,2025-05-19,ST06,C01875,P149,2,235.95,0.0,,Mobile Banking,471.9
TXN0054518,2025-05-19,ST06,C04336,P020,4,152.51,0.0,,Card,610.04
TXN0054519,2025-05-19,ST06,C03831,P141,2,292.03,0.0,,Cash,584.06
TXN0054520,2025-05-19,ST06,C02996,P016,1,155.4,37.0,PROMO0082,Mobile Banking,155.4
TXN0054521,2025-05-19,ST06,C04538,P144,1,534.81,0.0,,Cash,534.81
TXN0054522,2025-05-19,ST06,C04377,P141,3,292.03,0.0,,Card,876.09
TXN0054523,2025-05-19,ST06,C00335,P039,1,155.68,0.0,,Mobile Banking,155.68
TXN0054524,2025-05-19,ST06,C01117,P146,1,249.1,0.0,,Mobile Banking,249.1
TXN0054525,2025-05-19,ST06,C05704,P104,2,256.66,0.0,,Cash,513.32
TXN0054526,2025-05-19,ST06,C04336,P124,1,281.43,0.0,,Mobile Banking,281.43
TXN0054527,2025-05-19,ST06,C00493,P135,3,134.43,0.0,,Cash,403.29
TXN0054528,2025-05-19,ST06,C04588,P140,1,317.65,0.0,,Cash,317.65
TXN0054529,2025-05-19,ST06,C00160,P144,1,534.81,0.0,,Cash,534.81
TXN0054530,2025-05-19,ST06,C00493,P046,2,150.27,0.0,,Cash,300.54
TXN0054531,2025-05-19,ST06,C02087,P044,2,262.03,0.0,,Cash,524.06
TXN0054532,2025-05-19,ST06,C04878,P123,2,133.61,0.0,,Card,267.22
TXN0054533,2025-05-19,ST06,C02659,P076,1,188.04,0.0,,Card,188.04
TXN0054534,2025-05-20,ST06,C04421,P137,2,136.51,0.0,,Cash,273.02
TXN0054535,2025-05-20,ST06,C05645,P107,1,59.47,0.0,,Cash,59.47
TXN0054536,2025-05-20,ST06,C03398,P002,6,204.15,0.0,,Mobile Banking,1224.9
TXN0054537,2025-05-20,ST06,C01769,P118,3,179.64,0.0,,Cash,538.92
TXN0054538,2025-05-20,ST06,C03335,P147,1,137.52,0.0,,Card,137.52
TXN0054539,2025-05-20,ST06,C02799,P004,2,337.01,0.0,,Mobile Banking,674.02
TXN0054540,2025-05-20,ST06,C03833,P068,3,469.44,0.0,,Cash,1408.32
TXN0054541,2025-05-20,ST06,C00253,P143,3,98.21,0.0,,Cash,294.63
TXN0054542,2025-05-20,ST06,C01561,P040,1,308.78,0.0,,Mobile Banking,308.78
TXN0054543,2025-05-20,ST06,C01253,P071,1,181.59,0.0,,Mobile Banking,181.59
TXN0054544,2025-05-20,ST06,C03730,P105,1,423.24,0.0,,Cash,423.24
TXN0054545,2025-05-20,ST06,,P011,2,92.99,0.0,,Card,185.98
TXN0054546,2025-05-20,ST06,C05114,P138,3,360.49,0.0,,Mobile Banking,1081.47
TXN0054547,2025-05-20,ST06,C05896,P159,4,141.18,0.0,,Cash,564.72
TXN0054548,2025-05-20,ST06,C05828,P036,1,669.34,0.0,,Card,669.34
TXN0054549,2025-05-21,ST06,C05645,P010,1,359.63,0.0,,Mobile Banking,359.63
TXN0054550,2025-05-21,ST06,C00627,P111,4,383.72,0.0,,Cash,1534.88
TXN0054551,2025-05-21,ST06,C05114,P032,1,195.11,0.0,,Cash,195.11
TXN0054552,2025-05-21,ST06,C04656,P029,3,93.95,43.0,PROMO0127,Mobile Banking,281.85
TXN0054553,2025-05-21,ST06,C00888,P003,2,301.13,0.0,,Cash,602.26
TXN0054554,2025-05-21,ST06,C04588,P064,1,240.96,0.0,,Mobile Banking,240.96
TXN0054555,2025-05-21,ST06,C02011,P112,2,123.89,0.0,,Card,247.78
TXN0054556,2025-05-21,ST06,C01089,P055,2,82.49,0.0,,Cash,164.98
TXN0054557,2025-05-21,ST06,C04490,P029,1,93.95,43.0,PROMO0127,Cash,93.95
TXN0054558,2025-05-21,ST06,C04377,P168,2,280.96,0.0,,Cash,561.92
TXN0054559,2025-05-21,ST06,C02087,P030,2,150.63,0.0,,Card,301.26
TXN0054560,2025-05-21,ST06,C01517,P023,4,232.98,0.0,,Mobile Banking,931.92
TXN0054561,2025-05-21,ST06,C01846,P153,3,131.19,0.0,,Card,393.57
TXN0054562,2025-05-21,ST06,C02947,P037,1,215.57,0.0,,Cash,215.57
TXN0054563,2025-05-22,ST06,C04227,P129,3,401.36,0.0,,Card,1204.08
TXN0054564,2025-05-22,ST06,C02110,P062,3,270.5,0.0,,Cash,811.5
TXN0054565,2025-05-22,ST06,C03176,P058,1,84.73,0.0,,Mobile Banking,84.73
TXN0054566,2025-05-22,ST06,C02060,P040,1,308.78,0.0,,Cash,308.78
TXN0054567,2025-05-22,ST06,C00120,P077,1,114.8,0.0,,Cash,114.8
TXN0054568,2025-05-22,ST06,C02060,P131,3,270.9,0.0,,Mobile Banking,812.7
TXN0054569,2025-05-22,ST06,C01986,P172,1,253.24,0.0,,Mobile Banking,253.24
TXN0054570,2025-05-22,ST06,C00120,P034,2,314.7,0.0,,Card,629.4
TXN0054571,2025-05-22,ST06,C05955,P002,2,204.15,0.0,,Cash,408.3
TXN0054572,2025-05-23,ST06,C04038,P116,1,220.36,0.0,,Card,220.36
TXN0054573,2025-05-23,ST06,C05397,P008,3,192.67,0.0,,Cash,578.01
TXN0054574,2025-05-23,ST06,C00287,P168,1,280.96,0.0,,Mobile Banking,280.96
TXN0054575,2025-05-23,ST06,C03176,P089,1,255.97,0.0,,Card,255.97
TXN0054576,2025-05-23,ST06,C03851,P070,1,154.95,0.0,,Card,154.95
TXN0054577,2025-05-23,ST06,,P112,1,123.89,0.0,,Card,123.89
TXN0054578,2025-05-23,ST06,C00160,P123,1,133.61,0.0,,Mobile Banking,133.61
TXN0054579,2025-05-23,ST06,C02817,P142,1,264.38,0.0,,Card,264.38
TXN0054580,2025-05-23,ST06,C02011,P140,2,317.65,0.0,,Card,635.3
TXN0054581,2025-05-23,ST06,C01875,P163,1,193.24,0.0,,,193.24
TXN0054582,2025-05-23,ST06,C03924,P118,2,179.64,0.0,,Card,359.28
TXN0054583,2025-05-23,ST06,C00459,P070,1,154.95,0.0,,Mobile Banking,154.95
TXN0054584,2025-05-23,ST06,C05267,P069,2,235.37,0.0,,Card,470.74
TXN0054585,2025-05-24,ST06,C03891,P091,1,92.35,0.0,,Mobile Banking,92.35
TXN0054586,2025-05-24,ST06,C05828,P143,2,98.21,0.0,,Mobile Banking,196.42
TXN0054587,2025-05-24,ST06,C05556,P149,2,235.95,0.0,,Mobile Banking,471.9
TXN0054588,2025-05-24,ST06,C04924,P177,1,185.02,0.0,,Card,185.02
TXN0054589,2025-05-24,ST06,C00082,P061,2,342.49,0.0,,Card,684.98
TXN0054590,2025-05-24,ST06,C01443,P153,2,131.19,0.0,,Cash,262.38
TXN0054591,2025-05-24,ST06,C03144,P134,1,233.34,0.0,,Cash,233.34
TXN0054592,2025-05-24,ST06,C00368,P141,2,292.03,0.0,,Cash,584.06
TXN0054593,2025-05-24,ST06,C03216,P040,1,308.78,0.0,,Cash,308.78
TXN0054594,2025-05-24,ST06,C02962,P046,3,150.27,0.0,,Card,450.81
TXN0054595,2025-05-24,ST06,C02796,P011,3,92.99,0.0,,Cash,278.97
TXN0054596,2025-05-24,ST06,C02011,P018,3,143.44,0.0,,,430.32
TXN0054597,2025-05-24,ST06,C01410,P075,1,72.49,0.0,,Cash,72.49
TXN0054598,2025-05-24,ST06,C04627,P163,1,193.24,0.0,,Mobile Banking,193.24
TXN0054599,2025-05-25,ST06,,P120,2,56.92,0.0,,Cash,113.84
TXN0054600,2025-05-25,ST06,C00253,P126,1,268.86,0.0,,Card,268.86
TXN0054601,2025-05-25,ST06,C04038,P073,1,57.78,0.0,,Card,57.78
TXN0054602,2025-05-25,ST06,C00953,P070,2,154.95,0.0,,Card,309.9
TXN0054603,2025-05-25,ST06,C05110,P101,1,181.85,0.0,,Cash,181.85
TXN0054604,2025-05-25,ST06,C00605,P022,1,170.02,0.0,,Mobile Banking,170.02
TXN0054605,2025-05-25,ST06,C00082,P107,1,59.47,0.0,,Card,59.47
TXN0054606,2025-05-25,ST06,C01678,P084,3,214.05,0.0,,Card,642.15
TXN0054607,2025-05-25,ST06,C04580,P138,1,360.49,0.0,,Mobile Banking,360.49
TXN0054608,2025-05-25,ST06,C04665,P050,1,111.98,0.0,,Cash,111.98
TXN0054609,2025-05-25,ST06,,P040,1,308.78,0.0,,Card,308.78
TXN0054610,2025-05-25,ST06,C05645,P110,1,140.85,0.0,,Card,140.85
TXN0054611,2025-05-25,ST06,C03730,P076,1,188.04,0.0,,Cash,188.04
TXN0054612,2025-05-25,ST06,C03001,P103,1,182.19,0.0,,Card,182.19
TXN0054613,2025-05-26,ST06,C02947,P140,1,317.65,0.0,,Card,317.65
TXN0054614,2025-05-26,ST06,C04505,P105,1,423.24,0.0,,Mobile Banking,423.24
TXN0054615,2025-05-26,ST06,C04588,P039,1,155.68,0.0,,Cash,155.68
TXN0054616,2025-05-26,ST06,C01053,P132,2,534.0,0.0,,Mobile Banking,1068.0
TXN0054617,2025-05-26,ST06,C05656,P143,2,98.21,0.0,,Cash,196.42
TXN0054618,2025-05-26,ST06,C00953,P132,1,534.0,0.0,,Card,534.0
TXN0054619,2025-05-26,ST06,C02770,P146,2,249.1,0.0,,Card,498.2
TXN0054620,2025-05-27,ST06,,P149,1,235.95,0.0,,Card,235.95
TXN0054621,2025-05-27,ST06,C04827,P149,1,235.95,0.0,,Cash,235.95
TXN0054622,2025-05-27,ST06,C00394,P045,2,204.49,0.0,,Cash,408.98
TXN0054623,2025-05-27,ST06,C03535,P143,1,98.21,0.0,,Cash,98.21
TXN0054624,2025-05-27,ST06,C01749,P044,3,262.03,0.0,,Mobile Banking,786.09
TXN0054625,2025-05-27,ST06,C01875,P021,1,199.78,0.0,,Card,199.78
TXN0054626,2025-05-27,ST06,C01089,P011,2,92.99,0.0,,Mobile Banking,185.98
TXN0054627,2025-05-27,ST06,C05114,P051,1,115.34,0.0,,Mobile Banking,115.34
TXN0054628,2025-05-27,ST06,C02268,P049,5,151.9,42.0,PROMO0103,Cash,759.5
TXN0054629,2025-05-27,ST06,C01572,P152,1,232.29,0.0,,Card,232.29
TXN0054630,2025-05-27,ST06,C04617,P090,1,192.57,0.0,,Card,192.57
TXN0054631,2025-05-27,ST06,,P048,2,441.16,0.0,,Cash,882.32
TXN0054632,2025-05-27,ST06,C02785,P074,2,728.93,0.0,,Cash,1457.86
TXN0054633,2025-05-27,ST06,C01017,P117,1,97.86,0.0,,Mobile Banking,97.86
TXN0054634,2025-05-27,ST06,C04490,P050,1,111.98,0.0,,Cash,111.98
TXN0054635,2025-05-27,ST06,C02770,P036,1,669.34,0.0,,Card,669.34
TXN0054636,2025-05-28,ST06,C02011,P040,1,308.78,0.0,,Card,308.78
TXN0054637,2025-05-28,ST06,C05576,P136,3,567.06,0.0,,Card,1701.18
TXN0054638,2025-05-28,ST06,C00670,P022,1,170.02,0.0,,Mobile Banking,170.02
TXN0054639,2025-05-28,ST06,C01309,P165,1,242.66,0.0,,Mobile Banking,242.66
TXN0054640,2025-05-28,ST06,C02181,P157,1,389.15,0.0,,Mobile Banking,389.15
TXN0054641,2025-05-28,ST06,C01917,P118,1,179.64,0.0,,Card,179.64
TXN0054642,2025-05-28,ST06,C05361,P157,1,389.15,0.0,,Cash,389.15
TXN0054643,2025-05-28,ST06,C04111,P100,4,448.57,0.0,,Mobile Banking,1794.28
TXN0054644,2025-05-28,ST06,C04878,P120,1,56.92,0.0,,Cash,56.92
TXN0054645,2025-05-28,ST06,C01517,P131,1,270.9,0.0,,Card,270.9
TXN0054646,2025-05-28,ST06,C04878,P070,1,154.95,0.0,,Mobile Banking,154.95
TXN0054647,2025-05-28,ST06,C03392,P150,1,531.84,0.0,,Card,531.84
TXN0054648,2025-05-29,ST06,C04038,P070,2,154.95,0.0,,Cash,309.9
TXN0054649,2025-05-29,ST06,C03851,P153,2,131.19,0.0,,Cash,262.38
TXN0054650,2025-05-29,ST06,C00082,P126,4,268.86,0.0,,Cash,1075.44
TXN0054651,2025-05-29,ST06,C05361,P105,1,423.24,0.0,,Cash,423.24
TXN0054652,2025-05-29,ST06,C05092,P143,2,98.21,0.0,,Mobile Banking,196.42
TXN0054653,2025-05-29,ST06,C03891,P055,2,82.49,0.0,,Cash,164.98
TXN0054654,2025-05-29,ST06,C03831,P051,1,115.34,0.0,,Cash,115.34
TXN0054655,2025-05-29,ST06,C04588,P007,1,415.28,0.0,,Card,415.28
TXN0054656,2025-05-29,ST06,C03216,P147,2,137.52,0.0,,Cash,275.04
TXN0054657,2025-05-29,ST06,C05099,P054,3,281.87,0.0,,Card,845.61
TXN0054658,2025-05-29,ST06,C02506,P015,2,191.03,0.0,,Card,382.06
TXN0054659,2025-05-29,ST06,C01182,P102,1,343.77,0.0,,Card,343.77
TXN0054660,2025-05-29,ST06,C00026,P011,1,92.99,0.0,,Cash,92.99
TXN0054661,2025-05-29,ST06,C03833,P042,2,314.43,0.0,,Card,628.86
TXN0054662,2025-05-29,ST06,C05978,P079,4,370.53,0.0,,Cash,1482.12
TXN0054663,2025-05-29,ST06,C05114,P052,3,655.45,0.0,,Card,1966.35
TXN0054664,2025-05-29,ST06,C04700,P055,1,82.49,0.0,,Cash,82.49
TXN0054665,2025-05-30,ST06,C04659,P023,2,232.98,0.0,,Cash,465.96
TXN0054666,2025-05-30,ST06,,P170,139,113.58,0.0,,Mobile Banking,113.58
TXN0054667,2025-05-30,ST06,C02898,P036,3,669.34,0.0,,Card,2008.02
TXN0054668,2025-05-30,ST06,C02477,P044,2,262.03,0.0,,Cash,524.06
TXN0054669,2025-05-30,ST06,C04277,P117,1,97.86,0.0,,Cash,97.86
TXN0054670,2025-05-30,ST06,C05578,P052,1,655.45,0.0,,Card,655.45
TXN0054671,2025-05-30,ST06,C05760,P044,1,262.03,0.0,,Mobile Banking,262.03
TXN0054672,2025-05-30,ST06,C01017,P027,1,291.98,0.0,,,291.98
TXN0054673,2025-05-30,ST06,C04277,P073,1,57.78,0.0,,Card,57.78
TXN0054674,2025-05-30,ST06,C04602,P051,2,115.34,0.0,,Card,230.68
TXN0054675,2025-05-30,ST06,C04331,P120,4,56.92,0.0,,Cash,227.68
TXN0054676,2025-05-30,ST06,C02343,P140,2,317.65,0.0,,Cash,635.3
TXN0054677,2025-05-30,ST06,C00160,P144,1,534.81,0.0,,Cash,534.81
TXN0054678,2025-05-30,ST06,C03535,P151,1,259.77,0.0,,Cash,259.77
TXN0054679,2025-05-30,ST06,C04775,P075,1,72.49,0.0,,Cash,72.49
TXN0054680,2025-05-30,ST06,C03176,P091,2,92.35,0.0,,Card,184.7
TXN0054681,2025-05-30,ST06,C04633,P107,2,59.47,0.0,,Card,118.94
TXN0054682,2025-05-30,ST06,C05397,P153,1,131.19,0.0,,Mobile Banking,131.19
TXN0054683,2025-05-30,ST06,C04068,P107,2,59.47,0.0,,Cash,118.94
TXN0054684,2025-05-31,ST06,C00888,P118,1,179.64,0.0,,Card,179.64
TXN0054685,2025-05-31,ST06,C02641,P142,1,264.38,0.0,,Cash,264.38
TXN0054686,2025-05-31,ST06,C05983,P082,1,82.6,0.0,,Card,82.6
TXN0054687,2025-05-31,ST06,C05267,P064,2,240.96,0.0,,Card,481.92
TXN0054688,2025-05-31,ST06,C00287,P146,1,249.1,0.0,,Cash,249.1
TXN0054689,2025-05-31,ST06,C03652,P120,1,56.92,0.0,,Cash,56.92
TXN0054690,2025-05-31,ST06,C04569,P029,2,164.83,0.0,,,329.66
TXN0054691,2025-05-31,ST06,C05556,P179,3,554.11,0.0,,Mobile Banking,1662.33
TXN0054692,2025-05-31,ST06,C02898,P109,1,377.53,0.0,,Mobile Banking,377.53
TXN0054693,2025-05-31,ST06,C00603,P082,4,82.6,0.0,,Cash,330.4
TXN0054694,2025-05-31,ST06,C05760,P022,2,170.02,0.0,,Cash,340.04
TXN0054695,2025-05-31,ST06,C00605,P140,3,317.65,0.0,,Cash,952.95
TXN0054696,2025-06-01,ST06,C05578,P073,2,57.78,0.0,,Card,115.56
TXN0054697,2025-06-01,ST06,C04063,P053,3,147.33,0.0,,Cash,441.99
TXN0054698,2025-06-01,ST06,C02925,P169,1,158.74,0.0,,Card,158.74
TXN0054699,2025-06-01,ST06,C04887,P002,2,204.15,0.0,,Mobile Banking,408.3
TXN0054700,2025-06-01,ST06,C00421,P172,3,253.24,0.0,,Mobile Banking,759.72
TXN0054701,2025-06-01,ST06,C01938,P007,4,415.28,0.0,,Cash,1661.12
TXN0054702,2025-06-01,ST06,,P132,1,534.0,0.0,,Card,534.0
TXN0054703,2025-06-01,ST06,C01089,P103,1,182.19,0.0,,Cash,182.19
TXN0054704,2025-06-01,ST06,C04227,P172,1,253.24,0.0,,Mobile Banking,253.24
TXN0054705,2025-06-01,ST06,C00872,P104,2,256.66,0.0,,Mobile Banking,513.32
TXN0054706,2025-06-01,ST06,C04569,P056,1,179.09,0.0,,Card,179.09
TXN0054707,2025-06-01,ST06,C04580,P062,1,270.5,0.0,,Cash,270.5
TXN0054708,2025-06-01,ST06,C02799,P051,1,115.34,0.0,,Card,115.34
TXN0054709,2025-06-01,ST06,C00082,P037,2,215.57,0.0,,Cash,431.14
TXN0054710,2025-06-01,ST06,C03924,P031,2,211.77,0.0,,Cash,423.54
TXN0054711,2025-06-01,ST06,C05578,P109,1,377.53,0.0,,Card,377.53
TXN0054712,2025-06-02,ST06,C02087,P163,1,193.24,0.0,,Cash,193.24
TXN0054713,2025-06-02,ST06,C04813,P064,3,240.96,0.0,,Cash,722.88
TXN0054714,2025-06-02,ST06,C04665,P034,1,314.7,0.0,,Mobile Banking,314.7
TXN0054715,2025-06-02,ST06,C04245,P038,2,142.61,0.0,,Card,285.22
TXN0054716,2025-06-02,ST06,C00586,P107,1,59.47,0.0,,Cash,59.47
TXN0054717,2025-06-02,ST06,C04827,P153,3,131.19,0.0,,Card,393.57
TXN0054718,2025-06-02,ST06,C01105,P038,1,142.61,0.0,,Cash,142.61
TXN0054719,2025-06-02,ST06,C00941,P058,1,84.73,0.0,,Card,84.73
TXN0054720,2025-06-02,ST06,C04421,P112,2,123.89,0.0,,Cash,247.78
TXN0054721,2025-06-03,ST06,C04665,P044,1,262.03,0.0,,Mobile Banking,262.03
TXN0054722,2025-06-03,ST06,C03380,P023,2,232.98,0.0,,Cash,465.96
TXN0054723,2025-06-03,ST06,C04227,P144,1,534.81,0.0,,Mobile Banking,534.81
TXN0054724,2025-06-03,ST06,C01672,P060,1,152.78,0.0,,Cash,152.78
TXN0054725,2025-06-03,ST06,C02454,P128,1,81.28,0.0,,Cash,81.28
TXN0054726,2025-06-03,ST06,C04815,P107,7,59.47,0.0,,Cash,416.29
TXN0054727,2025-06-03,ST06,C05983,P117,2,97.86,0.0,,Card,195.72
TXN0054728,2025-06-03,ST06,C02672,P050,2,111.98,0.0,,Mobile Banking,223.96
TXN0054729,2025-06-03,ST06,C04700,P070,1,154.95,0.0,,Mobile Banking,154.95
TXN0054730,2025-06-03,ST06,C04783,P074,2,728.93,0.0,,Card,1457.86
TXN0054731,2025-06-03,ST06,C05155,P100,3,448.57,0.0,,Cash,1345.71
TXN0054732,2025-06-03,ST06,C00783,P022,2,170.02,0.0,,Cash,340.04
TXN0054733,2025-06-03,ST06,C04723,P079,1,370.53,0.0,,Card,370.53
TXN0054734,2025-06-03,ST06,C05955,P060,2,152.78,0.0,,Mobile Banking,305.56
TXN0054735,2025-06-03,ST06,C03234,P016,1,246.66,0.0,,Card,246.66
TXN0054736,2025-06-03,ST06,C02770,P015,1,191.03,0.0,,Mobile Banking,191.03
TXN0054737,2025-06-03,ST06,,P140,1,317.65,0.0,,Card,317.65
TXN0054738,2025-06-03,ST06,C03891,P038,4,142.61,0.0,,Cash,570.44
TXN0054739,2025-06-03,ST06,C03535,P138,1,360.49,0.0,,Card,360.49
TXN0054740,2025-06-03,ST06,C02227,P032,5,195.11,0.0,,Card,975.55
TXN0054741,2025-06-03,ST06,C00160,P159,1,141.18,0.0,,Mobile Banking,141.18
TXN0054742,2025-06-04,ST06,,P153,1,131.19,0.0,,Mobile Banking,131.19
TXN0054743,2025-06-04,ST06,C03851,P144,3,534.81,0.0,,Cash,1604.43
TXN0054744,2025-06-04,ST06,C03851,P087,1,235.55,0.0,,Card,235.55
TXN0054745,2025-06-04,ST06,C03833,P159,1,141.18,0.0,,Cash,141.18
TXN0054746,2025-06-04,ST06,C04656,P040,3,308.78,0.0,,Cash,926.34
TXN0054747,2025-06-04,ST06,C01858,P010,1,359.63,0.0,,Card,359.63
TXN0054748,2025-06-04,ST06,C03846,P144,2,534.81,0.0,,Mobile Banking,1069.62
TXN0054749,2025-06-04,ST06,C02925,P026,2,280.61,0.0,,Card,561.22
TXN0054750,2025-06-04,ST06,C02507,P142,3,264.38,0.0,,Cash,793.14
TXN0054751,2025-06-04,ST06,C04659,P029,3,164.83,0.0,,Card,494.49
TXN0054752,2025-06-04,ST06,C02996,P111,1,383.72,0.0,,Mobile Banking,383.72
TXN0054753,2025-06-04,ST06,C05267,P002,1,204.15,0.0,,Card,204.15
TXN0054754,2025-06-04,ST06,C01384,P142,2,264.38,0.0,,Mobile Banking,528.76
TXN0054755,2025-06-04,ST06,C00082,P031,2,211.77,0.0,,Mobile Banking,423.54
TXN0054756,2025-06-04,ST06,C00721,P052,1,655.45,0.0,,Card,655.45
TXN0054757,2025-06-04,ST06,C03368,P168,1,280.96,0.0,,Mobile Banking,280.96
TXN0054758,2025-06-04,ST06,C03012,P143,2,98.21,0.0,,Cash,196.42
TXN0054759,2025-06-04,ST06,C00082,P137,1,136.51,0.0,,Card,136.51
TXN0054760,2025-06-04,ST06,C03243,P107,1,59.47,0.0,,Cash,59.47
TXN0054761,2025-06-04,ST06,C05397,P082,2,82.6,0.0,,Cash,165.2
TXN0054762,2025-06-04,ST06,C02589,P040,2,308.78,0.0,,Card,617.56
TXN0054763,2025-06-04,ST06,C00160,P054,2,281.87,0.0,,Mobile Banking,563.74
TXN0054764,2025-06-05,ST06,C01866,P022,1,170.02,0.0,,Card,170.02
TXN0054765,2025-06-05,ST06,C00493,P027,1,291.98,0.0,,Mobile Banking,291.98
TXN0054766,2025-06-05,ST06,C02150,P018,1,143.44,0.0,,Card,143.44
