po_id,supplier_id,product_id,warehouse_id,order_date,expected_delivery_date,actual_delivery_date,order_qty,unit_cost,qty_received,qty_rejected,rejection_reason,po_status,calculated_total,mismatch,qty_mismatch_flag
PO007670,S002,P051,W01,2025-08-30,2025-09-29,2025-09-29,432,96.27,428,4.0,Wrong Specification,Delivered,432.0,False,False
PO007671,S002,P051,W01,2025-09-10,2025-10-10,2025-10-11,607,96.27,589,18.0,Expired/Near-Expiry,Delayed,607.0,False,False
PO007672,S002,P051,W01,2025-09-17,2025-10-17,2025-10-18,267,96.27,261,6.0,Quality Defect,Delayed,267.0,False,False
PO007673,S002,P051,W01,2025-09-24,2025-10-24,2025-10-24,510,96.27,499,11.0,Damaged In Transit,Delivered,510.0,False,False
PO007674,S002,P051,W01,2025-10-01,2025-10-31,2025-10-31,405,96.27,400,5.0,Quality Defect,Delivered,405.0,False,False
PO007675,S002,P051,W01,2025-10-10,2025-11-09,2025-11-09,201,96.27,195,6.0,Wrong Specification,Delivered,201.0,False,False
PO007676,S002,P051,W01,2025-10-18,2025-11-17,2025-11-18,538,96.27,524,14.0,Quality Defect,Delayed,538.0,False,False
PO007677,S002,P051,W01,2025-10-30,2025-11-29,2025-11-29,217,96.27,213,4.0,Wrong Specification,Delivered,217.0,False,False
PO007678,S002,P051,W01,2025-11-06,2025-12-06,2025-12-11,477,96.27,464,13.0,Expired/Near-Expiry,Delayed,477.0,False,False
PO007679,S002,P051,W01,2025-11-14,2025-12-14,2025-12-14,453,96.27,443,10.0,Quality Defect,Delivered,453.0,False,False
PO007680,S002,P051,W01,2025-11-25,2025-12-25,2025-12-25,486,96.27,475,11.0,Quality Defect,Delivered,486.0,False,False
PO007681,S002,P051,W01,2025-12-06,2026-01-05,,512,96.27,0,0.0,Quality Defect,Pending,0.0,True,True
PO007682,S002,P051,W01,2025-12-19,2026-01-18,,408,96.27,0,0.0,Wrong Specification,Pending,0.0,True,True
PO007683,S002,P051,W02,2024-01-09,2024-01-28,2024-01-29,633,96.27,618,15.0,Quality Defect,Delayed,633.0,False,False
PO007684,S002,P051,W02,2024-01-20,2024-02-08,2024-02-08,447,96.27,440,7.0,Wrong Specification,Delivered,447.0,False,False
PO007685,S002,P051,W02,2024-01-30,2024-02-18,2024-02-18,338,96.27,335,3.0,Quality Defect,Delivered,338.0,False,False
PO007686,S002,P051,W02,2024-02-09,2024-02-28,2024-02-28,428,96.27,420,8.0,Quality Defect,Delivered,428.0,False,False
PO007687,S002,P051,W02,2024-02-20,2024-03-10,2024-03-11,182,96.27,179,3.0,Damaged In Transit,Delayed,182.0,False,False
PO007688,S002,P051,W02,2024-03-02,2024-03-21,2024-03-22,414,96.27,405,9.0,Damaged In Transit,Delayed,414.0,False,False
PO007689,S002,P051,W02,2024-03-09,2024-03-28,2024-03-28,324,96.27,319,5.0,Quality Defect,Delivered,324.0,False,False
PO007690,S002,P051,W02,2024-03-18,2024-04-06,2024-04-06,248,96.27,244,4.0,Quality Defect,Delivered,248.0,False,False
PO007691,S002,P051,W02,2024-03-26,2024-04-14,2024-04-14,641,96.27,631,10.0,Expired/Near-Expiry,Delivered,641.0,False,False
PO007692,S002,P051,W02,2024-04-08,2024-04-27,2024-04-27,348,96.27,339,9.0,Quality Defect,Delivered,348.0,False,False
PO007693,S002,P051,W02,2024-04-19,2024-05-08,2024-05-08,412,96.27,396,16.0,Damaged In Transit,Delivered,412.0,False,False
PO007694,S002,P051,W02,2024-04-26,2024-05-15,2024-05-15,461,96.27,447,14.0,Damaged In Transit,Delivered,461.0,False,False
PO007695,S002,P051,W02,2024-05-03,2024-05-22,2024-05-23,437,96.27,428,9.0,Damaged In Transit,Delayed,437.0,False,False
PO007696,S002,P051,W02,2024-05-11,2024-05-30,2024-05-30,496,96.27,480,16.0,Quality Defect,Delivered,496.0,False,False
PO007697,S002,P051,W02,2024-05-24,2024-06-12,2024-06-12,427,96.27,419,8.0,Quality Defect,Delivered,427.0,False,False
PO007698,S002,P051,W02,2024-06-04,2024-06-23,2024-06-24,245,96.27,237,8.0,Damaged In Transit,Delayed,245.0,False,False
PO007699,S002,P051,W02,2024-06-14,2024-07-03,2024-07-03,465,96.27,455,10.0,Quality Defect,Delivered,465.0,False,False
PO007700,S002,P051,W02,2024-06-22,2024-07-11,2024-07-11,375,96.27,369,6.0,Expired/Near-Expiry,Delivered,375.0,False,False
PO007701,S002,P051,W02,2024-07-04,2024-07-23,2024-07-23,238,96.27,234,4.0,Quality Defect,Delivered,238.0,False,False
PO007702,S002,P051,W02,2024-07-16,2024-08-04,2024-08-05,390,96.27,386,4.0,Damaged In Transit,Delayed,390.0,False,False
PO007703,S002,P051,W02,2024-07-29,2024-08-18,2024-08-18,215,96.27,214,1.0,Expired/Near-Expiry,Delivered,215.0,False,False
PO007704,S002,P051,W02,2024-08-07,2024-08-27,2024-08-27,391,96.27,383,8.0,Damaged In Transit,Delivered,391.0,False,False
PO007705,S002,P051,W02,2024-08-18,2024-09-07,2024-09-07,395,96.27,392,3.0,Quality Defect,Delivered,395.0,False,False
PO007706,S002,P051,W02,2024-08-25,2024-09-15,2024-09-16,427,96.27,420,7.0,Wrong Specification,Delayed,427.0,False,False
PO007707,S002,P051,W02,2024-09-01,2024-09-22,2024-09-23,353,96.27,347,6.0,Quality Defect,Delayed,353.0,False,False
PO007708,S002,P051,W02,2024-09-12,2024-10-01,2024-10-01,327,96.27,323,4.0,Damaged In Transit,Delivered,327.0,False,False
PO007709,S002,P051,W02,2024-09-20,2024-10-09,2024-10-09,359,96.27,352,7.0,Quality Defect,Delivered,359.0,False,False
PO007710,S002,P051,W02,2024-09-29,2024-10-21,2024-10-23,434,96.27,425,9.0,Wrong Specification,Delayed,434.0,False,False
PO007711,S002,P051,W02,2024-10-10,2024-11-01,2024-11-02,348,96.27,340,8.0,Damaged In Transit,Delayed,348.0,False,False
PO007712,S002,P051,W02,2024-10-20,2024-11-11,2024-11-12,375,96.27,365,10.0,Quality Defect,Delayed,375.0,False,False
PO007713,S002,P051,W02,2024-10-28,2024-11-19,2024-11-19,493,96.27,480,13.0,Quality Defect,Delivered,493.0,False,False
PO007714,S002,P051,W02,2024-11-06,2024-11-29,2024-12-03,593,96.27,577,16.0,Expired/Near-Expiry,Delayed,593.0,False,False
PO007715,S002,P051,W02,2024-11-17,2024-12-10,2024-12-10,505,96.27,493,,Damaged In Transit,Delivered,,True,True
PO007716,S002,P051,W02,2024-11-30,2024-12-23,2024-12-23,441,96.27,428,13.0,Quality Defect,Delivered,441.0,False,False
PO007717,S002,P051,W02,2024-12-12,2025-01-05,2025-01-05,310,96.27,303,7.0,Wrong Specification,Delivered,310.0,False,False
PO007718,S002,P051,W02,2024-12-24,2025-01-17,2025-01-17,395,96.27,386,9.0,Quality Defect,Delivered,395.0,False,False
PO007719,S002,P051,W02,2025-01-06,2025-01-30,2025-01-30,500,96.27,492,,Damaged In Transit,Delivered,,True,True
PO007720,S002,P051,W02,2025-01-15,2025-02-09,2025-02-09,441,96.27,434,7.0,Quality Defect,Delivered,441.0,False,False
PO007721,S002,P051,W02,2025-01-24,2025-02-18,2025-02-18,351,96.27,348,3.0,Damaged In Transit,Delivered,351.0,False,False
PO007722,S002,P051,W02,2025-02-02,2025-02-27,2025-02-28,393,96.27,387,6.0,Damaged In Transit,Delayed,393.0,False,False
PO007723,S002,P051,W02,2025-02-12,2025-03-09,2025-03-09,346,96.27,337,9.0,Damaged In Transit,Delivered,346.0,False,False
PO007724,S002,P051,W02,2025-02-24,2025-03-22,2025-03-22,393,96.27,383,10.0,Quality Defect,Delivered,393.0,False,False
PO007725,S002,P051,W02,2025-03-06,2025-04-01,2025-04-02,263,96.27,254,9.0,Quality Defect,Delayed,263.0,False,False
PO007726,S002,P051,W02,2025-03-13,2025-04-08,2025-04-12,390,96.27,379,11.0,Wrong Specification,Delayed,390.0,False,False
PO007727,S002,P051,W02,2025-03-20,2025-04-15,2025-04-15,295,96.27,287,8.0,Damaged In Transit,Delivered,295.0,False,False
PO007728,S002,P051,W02,2025-04-01,2025-04-28,2025-04-28,591,96.27,578,13.0,Damaged In Transit,Delivered,591.0,False,False
PO007729,S002,P051,W02,2025-04-10,2025-05-07,2025-05-07,320,96.27,313,7.0,Expired/Near-Expiry,Delivered,320.0,False,False
PO007730,S002,P051,W02,2025-04-23,2025-05-20,2025-05-20,304,96.27,296,8.0,Quality Defect,Delivered,304.0,False,False
PO007731,S002,P051,W02,2025-04-30,2025-05-28,2025-05-28,152,96.27,150,2.0,Quality Defect,Delivered,152.0,False,False
PO007732,S002,P051,W02,2025-05-11,2025-06-08,2025-06-08,500,96.27,487,13.0,Expired/Near-Expiry,Delivered,500.0,False,False
PO007733,S002,P051,W02,2025-05-21,2025-06-18,2025-06-21,602,96.27,583,19.0,Expired/Near-Expiry,Delayed,602.0,False,False
PO007734,S002,P051,W02,2025-06-02,2025-07-01,2025-07-01,321,96.27,311,10.0,Quality Defect,Delivered,321.0,False,False
PO007735,S002,P051,W02,2025-06-15,2025-07-14,2025-07-15,460,96.27,447,13.0,Quality Defect,Delayed,460.0,False,False
PO007736,S002,P051,W02,2025-06-27,2025-07-26,2025-07-31,415,96.27,402,13.0,Quality Defect,Delayed,415.0,False,False
PO007737,S002,P051,W02,2025-07-07,2025-08-06,2025-08-06,426,96.27,413,13.0,Damaged In Transit,Delivered,426.0,False,False
PO007738,S002,P051,W02,2025-07-15,2025-08-14,2025-08-15,319,96.27,315,4.0,Damaged In Transit,Delayed,319.0,False,False
PO007739,S002,P051,W02,2025-07-24,2025-08-23,2025-08-23,199,96.27,196,3.0,Damaged In Transit,Delivered,199.0,False,False
PO007740,S002,P051,W02,2025-08-05,2025-09-04,2025-09-04,500,96.27,487,13.0,Damaged In Transit,Delivered,500.0,False,False
PO007741,S002,P051,W02,2025-08-17,2025-09-16,2025-09-16,459,96.27,448,11.0,Expired/Near-Expiry,Delivered,459.0,False,False
PO007742,S002,P051,W02,2025-08-26,2025-09-25,2025-09-26,489,96.27,483,6.0,Quality Defect,Delayed,489.0,False,False
PO007743,S002,P051,W02,2025-09-07,2025-10-07,2025-10-07,329,96.27,322,7.0,Quality Defect,Delivered,329.0,False,False
PO007744,S002,P051,W02,2025-09-16,2025-10-16,2025-10-17,411,96.27,404,7.0,Wrong Specification,Delayed,411.0,False,False
PO007745,S002,P051,W02,2025-09-26,2025-10-26,2025-10-26,530,96.27,521,9.0,Quality Defect,Delivered,530.0,False,False
PO007746,S002,P051,W02,2025-10-09,2025-11-08,2025-11-08,534,96.27,524,10.0,Expired/Near-Expiry,Delivered,534.0,False,False
PO007747,S002,P051,W02,2025-10-19,2025-11-18,2025-11-19,443,96.27,438,5.0,Wrong Specification,Delayed,443.0,False,False
PO007748,S002,P051,W02,2025-10-31,2025-11-30,2025-12-01,285,96.27,280,5.0,Quality Defect,Delayed,285.0,False,False
PO007749,S002,P051,W02,2025-11-13,2025-12-13,2025-12-13,361,96.27,350,11.0,Quality Defect,Delivered,361.0,False,False
PO007750,S002,P051,W02,2025-11-21,2025-12-21,2025-12-21,428,96.27,415,13.0,Damaged In Transit,Delivered,428.0,False,False
PO007751,S002,P051,W02,2025-11-29,2025-12-29,2025-12-29,430,96.27,422,8.0,Expired/Near-Expiry,Delivered,430.0,False,False
PO007752,S002,P051,W02,2025-12-09,2026-01-08,,496,96.27,0,0.0,Quality Defect,Pending,0.0,True,True
PO007753,S002,P051,W02,2025-12-22,2026-01-21,,256,96.27,0,0.0,Quality Defect,Pending,0.0,True,True
PO007754,S002,P051,W03,2024-01-06,2024-01-25,2024-01-25,467,96.27,459,8.0,Damaged In Transit,Delivered,467.0,False,False
PO007755,S002,P051,W03,2024-01-19,2024-02-07,2024-02-07,239,96.27,234,5.0,Quality Defect,Delivered,239.0,False,False
PO007756,S002,P051,W03,2024-01-29,2024-02-17,2024-02-17,307,96.27,305,2.0,Damaged In Transit,Delivered,307.0,False,False
PO007757,S002,P059X,W03,2024-02-09,2024-02-28,2024-02-29,549,96.27,540,9.0,Damaged In Transit,Delayed,549.0,False,False
PO007758,S002,P051,W03,2024-02-22,2024-03-12,2024-03-12,474,96.27,469,5.0,Quality Defect,Delivered,474.0,False,False
PO007759,S002,P051,W03,2024-03-02,2024-03-21,2024-03-21,261,96.27,251,10.0,Quality Defect,Delivered,261.0,False,False
PO007760,S002,P051,W03,2024-03-13,2024-04-01,2024-04-01,544,96.27,531,13.0,Quality Defect,Delivered,544.0,False,False
PO007761,S002,P051,W03,2024-03-25,2024-04-13,2024-04-13,209,96.27,206,3.0,Quality Defect,Delivered,209.0,False,False
PO007762,S002,P051,W03,2024-04-01,2024-04-20,2024-04-21,326,96.27,318,8.0,Quality Defect,Delayed,326.0,False,False
PO007763,S002,P051,W03,2024-04-08,2024-04-27,2024-04-27,416,96.27,407,9.0,Damaged In Transit,Delivered,416.0,False,False
PO007764,S002,P051,W03,2024-04-19,2024-05-08,2024-05-14,696,96.27,683,,Damaged In Transit,Delayed,,True,True
PO007765,S002,P051,W03,2024-04-27,2024-05-16,2024-05-16,254,96.27,246,,Damaged In Transit,Delivered,,True,True
PO007766,S002,P051,W03,2024-05-08,2024-05-27,2024-05-27,331,96.27,326,5.0,Expired/Near-Expiry,Delivered,331.0,False,False
PO007767,S002,P051,W03,2024-05-15,2024-06-03,2024-06-03,516,96.27,503,13.0,Quality Defect,Delivered,516.0,False,False
PO007768,S002,P051,W03,2024-05-25,2024-06-13,2024-06-14,448,96.27,444,4.0,Expired/Near-Expiry,Delayed,448.0,False,False
PO007769,S002,P051,W03,2024-06-02,2024-06-21,2024-06-21,502,96.27,489,13.0,Wrong Specification,Delivered,502.0,False,False
PO007770,S002,P051,W03,2024-06-15,2024-07-04,2024-07-04,235,96.27,229,6.0,Quality Defect,Delivered,235.0,False,False
PO007771,S002,P051,W03,2024-06-26,2024-07-15,2024-07-16,441,96.27,430,11.0,Quality Defect,Delayed,441.0,False,False
PO007772,S002,P051,W03,2024-07-05,2024-07-24,2024-07-25,315,96.27,310,5.0,Quality Defect,Delayed,315.0,False,False
PO007773,S002,P051,W03,2024-07-13,2024-08-01,2024-08-01,520,96.27,513,7.0,Expired/Near-Expiry,Delivered,520.0,False,False
PO007774,S002,P051,W03,2024-07-25,2024-08-14,2024-08-15,486,96.27,477,9.0,Expired/Near-Expiry,Delayed,486.0,False,False
PO007775,S002,P051,W03,2024-08-05,2024-08-25,2024-08-25,210,96.27,208,2.0,Damaged In Transit,Delivered,210.0,False,False
PO007776,S002,P051,W03,2024-08-15,2024-09-04,2024-09-05,408,96.27,397,11.0,Quality Defect,Delayed,408.0,False,False
PO007777,S002,P051,W03,2024-08-28,2024-09-18,2024-09-19,93,96.27,91,2.0,Wrong Specification,Delayed,93.0,False,False
PO007778,S002,P051,W03,2024-09-04,2024-09-25,2024-09-25,314,96.27,313,1.0,Quality Defect,Delivered,314.0,False,False
PO007779,S002,P051,W03,2024-09-11,2024-10-02,2024-10-02,417,96.27,410,7.0,Damaged In Transit,Delivered,417.0,False,False
PO007780,S002,P051,W03,2024-09-20,2024-10-09,2024-10-09,378,96.27,371,7.0,Quality Defect,Delivered,378.0,False,False
PO007781,S002,P051,W03,2024-10-03,2024-10-25,2024-10-25,409,96.27,403,,Quality Defect,Delivered,,True,True
PO007782,S002,P051,W03,2024-10-15,2024-11-06,2024-11-06,482,96.27,471,11.0,Expired/Near-Expiry,Delivered,482.0,False,False
PO007783,S002,P051,W03,2024-10-27,2024-11-18,2024-11-18,537,96.27,530,7.0,Expired/Near-Expiry,Delivered,537.0,False,False
PO007784,S002,P051,W03,2024-11-08,2024-12-01,2024-12-01,389,96.27,382,7.0,Wrong Specification,Delivered,389.0,False,False
PO007785,S002,P051,W03,2024-11-17,2024-12-10,2024-12-10,511,96.27,506,5.0,Quality Defect,Delivered,511.0,False,False
PO007786,S002,P051,W03,2024-11-25,2024-12-14,2024-12-19,359,96.27,353,6.0,Quality Defect,Delayed,359.0,False,False
PO007787,S002,P051,W03,2024-12-07,2024-12-31,2025-01-01,704,96.27,677,27.0,Quality Defect,Delayed,704.0,False,False
PO007788,S002,P051,W03,2024-12-16,2025-01-09,2025-01-09,374,96.27,367,7.0,Damaged In Transit,Delivered,374.0,False,False
PO007789,S002,P051,W03,2024-12-23,2025-01-16,2025-01-16,194,96.27,191,3.0,Expired/Near-Expiry,Delivered,194.0,False,False
PO007790,S002,P051,W03,2025-01-02,2025-01-26,2025-01-26,209,96.27,206,3.0,Quality Defect,Delivered,209.0,False,False
PO007791,S002,P051,W03,2025-01-11,2025-02-05,2025-02-05,565,96.27,553,12.0,Wrong Specification,Delivered,565.0,False,False
PO007792,S002,P051,W03,2025-01-21,2025-02-15,2025-02-15,368,96.27,362,6.0,Wrong Specification,Delivered,368.0,False,False
PO007793,S002,P051,W03,2025-02-02,2025-02-27,2025-02-28,391,96.27,383,8.0,Quality Defect,Delayed,391.0,False,False
PO007794,S002,P051,W03,2025-02-11,2025-03-08,2025-03-08,250,96.27,246,,Damaged In Transit,Delivered,,True,True
PO007795,S002,P051,W03,2025-02-22,2025-03-20,2025-03-21,296,96.27,286,10.0,Wrong Specification,Delayed,296.0,False,False
PO007796,S002,P051,W03,2025-03-06,2025-04-01,2025-04-01,282,96.27,279,3.0,Damaged In Transit,Delivered,282.0,False,False
PO007797,S002,P051,W03,2025-03-13,2025-04-08,2025-04-09,440,96.27,426,14.0,Damaged In Transit,Delayed,440.0,False,False
PO007798,S002,P051,W03,2025-03-25,2025-04-21,2025-04-21,321,96.27,315,6.0,Wrong Specification,Delivered,321.0,False,False
PO007799,S002,P051,W03,2025-04-04,2025-05-01,2025-05-02,551,96.27,539,,Expired/Near-Expiry,Delayed,,True,True
PO007800,S002,P051,W03,2025-04-16,2025-05-13,2025-04-07,680,96.27,661,19.0,Quality Defect,Delivered,680.0,False,False
PO007801,S002,P051,W03,2025-04-27,2025-05-25,2025-05-25,562,96.27,553,9.0,Quality Defect,Delivered,562.0,False,False
PO007802,S002,P051,W03,2025-05-08,2025-06-05,2025-06-05,431,96.27,424,7.0,Damaged In Transit,Delivered,431.0,False,False
PO007803,S002,P051,W03,2025-05-21,2025-06-18,2025-06-19,636,96.27,614,22.0,Expired/Near-Expiry,Delayed,636.0,False,False
PO007804,S002,P051,W03,2025-05-30,2025-06-27,2025-06-27,259,96.27,248,11.0,Quality Defect,Delivered,259.0,False,False
PO007805,S002,P051,W03,2025-06-06,2025-07-05,2025-07-06,465,96.27,457,8.0,Quality Defect,Delayed,465.0,False,False
PO007806,S002,P051,W03,2025-06-17,2025-07-16,2025-07-16,459,96.27,451,,Expired/Near-Expiry,Delivered,,True,True
PO007807,S002,P051,W03,2025-06-26,2025-07-25,2025-07-25,301,96.27,297,4.0,Quality Defect,Delivered,301.0,False,False
PO007808,S002,P051,W03,2025-07-09,2025-08-08,2025-08-08,461,96.27,448,13.0,Quality Defect,Delivered,461.0,False,False
PO007809,S002,P051,W03,2025-07-16,2025-08-15,2025-08-16,407,96.27,398,,Quality Defect,Delayed,,True,True
PO007810,S002,P051,W03,2025-07-25,2025-08-24,2025-08-25,570,96.27,559,11.0,Quality Defect,Delayed,570.0,False,False
PO007811,S002,P051,W03,2025-08-01,2025-08-31,2025-08-31,543,96.27,534,9.0,Damaged In Transit,Delivered,543.0,False,False
PO007812,S002,P051,W03,2025-08-13,2025-09-12,2025-09-12,321,96.27,312,9.0,Quality Defect,Delivered,321.0,False,False
PO007813,S002,P051,W03,2025-08-21,2025-09-20,2025-09-20,384,96.27,371,13.0,Wrong Specification,Delivered,384.0,False,False
PO007814,S002,P051,W03,2025-08-30,2025-09-29,2025-09-30,209,96.27,205,4.0,Damaged In Transit,Delayed,209.0,False,False
PO007815,S002,P051,W03,2025-09-08,2025-10-08,2025-10-08,206,96.27,195,11.0,Damaged In Transit,Partial,206.0,False,False
PO007816,S002,P051,W03,2025-09-21,2025-10-21,2025-10-21,445,96.27,439,6.0,Damaged In Transit,Delivered,445.0,False,False
PO007817,S002,P051,W03,2025-10-03,2025-11-02,2025-11-03,250,96.27,247,3.0,Quality Defect,Delayed,250.0,False,False
PO007818,S002,P051,W03,2025-10-12,2025-11-11,2025-11-12,562,96.27,549,13.0,Damaged In Transit,Delayed,562.0,False,False
PO007819,S002,P051,W03,2025-10-19,2025-11-18,2025-11-18,206,96.27,202,4.0,Quality Defect,Delivered,206.0,False,False
PO007820,S002,P051,W03,2025-10-29,2025-11-28,2025-11-29,267,96.27,261,6.0,Wrong Specification,Delayed,267.0,False,False
PO007821,S002,P051,W03,2025-11-06,2025-12-06,2025-12-06,350,96.27,342,8.0,Damaged In Transit,Delivered,350.0,False,False
PO007822,S002,P051,W03,2025-11-16,2025-12-16,2025-12-16,425,96.27,413,12.0,Wrong Specification,Delivered,425.0,False,False
PO007823,S002,P051,W03,2025-11-29,2025-12-29,2025-12-29,315,96.27,307,8.0,Damaged In Transit,Delivered,315.0,False,False
PO007824,S002,P051,W03,2025-12-12,2026-01-11,,281,96.27,0,0.0,Quality Defect,Pending,0.0,True,True
PO007825,S002,P051,W03,2025-12-22,2026-01-21,,471,96.27,0,0.0,Quality Defect,Pending,0.0,True,True
PO007826,S003,P052,W01,2024-01-08,2024-01-11,2024-01-12,414,466.32,412,2.0,Quality Defect,Delayed,414.0,False,False
PO007827,S003,P052,W01,2024-01-16,2024-01-19,2024-01-19,228,466.32,227,1.0,Wrong Specification,Delivered,228.0,False,False
PO007828,S003,P052,W01,2024-01-29,2024-02-01,2024-02-06,297,466.32,295,2.0,Quality Defect,Delayed,297.0,False,False
PO007829,S003,P052,W01,2024-02-11,2024-02-14,2024-02-14,266,466.32,264,2.0,Quality Defect,Delivered,266.0,False,False
PO007830,S003,P052,W01,2024-02-20,2024-02-23,2024-02-24,359,466.32,357,2.0,Expired/Near-Expiry,Delayed,359.0,False,False
PO007831,S003,P052,W01,2024-03-04,2024-03-07,2024-03-07,313,466.32,308,5.0,Damaged In Transit,Delivered,313.0,False,False
PO007832,S003,P052,W01,2024-03-16,2024-03-19,2024-03-20,425,466.32,416,9.0,Damaged In Transit,Delayed,425.0,False,False
PO007833,S003,P052,W01,2024-03-25,2024-03-28,2024-03-29,386,466.32,382,4.0,Quality Defect,Delayed,386.0,False,False
PO007834,S003,P052,W01,2024-04-06,2024-04-09,2024-04-09,363,466.32,359,4.0,Damaged In Transit,Delivered,363.0,False,False
PO007835,S003,P052,W01,2024-04-16,2024-04-19,2024-04-20,481,466.32,475,6.0,Damaged In Transit,Delayed,481.0,False,False
PO007836,S003,P052,W01,2024-04-27,2024-04-30,2024-04-30,326,466.32,305,21.0,Expired/Near-Expiry,Partial,326.0,False,False
PO007837,S003,P052,W01,2024-05-10,2024-05-13,2024-05-14,380,466.32,379,1.0,Wrong Specification,Delayed,380.0,False,False
PO007838,S003,P052,W01,2024-05-21,2024-05-24,2024-05-25,121,466.32,121,0.0,,Delayed,121.0,False,False
PO007839,S003,P052,W01,2024-05-31,2024-06-03,2024-06-06,358,466.32,353,,Quality Defect,Delayed,,True,True
PO007840,S003,P052,W01,2024-06-08,2024-06-11,2024-06-11,336,466.32,332,4.0,Quality Defect,Delivered,336.0,False,False
PO007841,S003,P052,W01,2024-06-20,2024-06-23,2024-06-24,318,466.32,318,0.0,,Delayed,318.0,False,False
PO007842,S003,P052,W01,2024-06-29,2024-07-02,2024-07-02,283,466.32,280,3.0,Wrong Specification,Delivered,283.0,False,False
PO007843,S003,P052,W01,2024-07-11,2024-07-14,2024-07-14,399,466.32,395,4.0,Quality Defect,Delivered,399.0,False,False
PO007844,S003,P052,W01,2024-07-23,2024-07-26,2024-07-29,631,466.32,626,5.0,Wrong Specification,Delayed,631.0,False,False
PO007845,S003,P052,W01,2024-08-03,2024-08-06,2024-08-06,471,466.32,469,2.0,Expired/Near-Expiry,Delivered,471.0,False,False
PO007846,S003,P052,W01,2024-08-14,2024-08-17,2024-08-17,380,466.32,377,3.0,Quality Defect,Delivered,380.0,False,False
PO007847,S003,P052,W01,2024-08-26,2024-08-29,2024-08-31,392,466.32,389,3.0,Expired/Near-Expiry,Delayed,392.0,False,False
PO007848,S003,P052,W01,2024-09-07,2024-09-13,2024-09-13,531,466.32,524,7.0,Damaged In Transit,Delivered,531.0,False,False
PO007849,S003,P052,W01,2024-09-20,2024-09-23,2024-09-23,366,466.32,362,4.0,Wrong Specification,Delivered,366.0,False,False
PO007850,S003,P052,W01,2024-10-01,2024-10-04,2024-10-04,442,466.32,438,4.0,Damaged In Transit,Delivered,442.0,False,False
PO007851,S003,P052,W01,2024-10-14,2024-10-17,2024-10-17,602,466.32,595,7.0,Expired/Near-Expiry,Delivered,602.0,False,False
PO007852,S003,P052,W01,2024-10-24,2024-10-27,2024-10-28,504,466.32,499,5.0,Wrong Specification,Delayed,504.0,False,False
PO007853,S003,P052,W01,2024-11-02,2024-11-05,2024-11-05,410,466.32,404,6.0,Wrong Specification,Delivered,410.0,False,False
PO007854,S003,P052,W01,2024-11-12,2024-11-15,2024-11-20,403,466.32,399,4.0,Expired/Near-Expiry,Delayed,403.0,False,False
PO007855,S003,P052,W01,2024-11-22,2024-11-25,2024-11-25,682,466.32,674,8.0,Quality Defect,Delivered,682.0,False,False
PO007856,S003,P052,W01,2024-11-29,2024-12-02,2024-12-02,343,466.32,339,4.0,Quality Defect,Delivered,343.0,False,False
PO007857,S003,P052,W01,2024-12-09,2024-12-12,2024-12-12,448,466.32,446,2.0,Wrong Specification,Delivered,448.0,False,False
PO007858,S003,P052,W01,2024-12-16,2024-12-19,2024-12-19,416,466.32,412,4.0,Damaged In Transit,Delivered,416.0,False,False
PO007859,S003,P052,W01,2024-12-23,2024-12-26,2024-12-26,273,466.32,268,5.0,Expired/Near-Expiry,Delivered,273.0,False,False
PO007860,S003,P052,W01,2025-01-03,2025-01-06,2025-01-06,300,466.32,295,5.0,Damaged In Transit,Delivered,300.0,False,False
PO007861,S003,P052,W01,2025-01-10,2025-01-13,2025-01-14,341,466.32,339,2.0,Damaged In Transit,Delayed,341.0,False,False
PO007862,S003,P052,W01,2025-01-19,2025-01-22,2025-01-23,534,466.32,528,6.0,Damaged In Transit,Delayed,534.0,False,False
PO007863,S003,P052,W01,2025-01-28,2025-01-31,2025-01-31,196,466.32,195,1.0,Quality Defect,Delivered,196.0,False,False
PO007864,S003,P052,W01,2025-02-10,2025-02-13,2025-02-14,238,466.32,231,7.0,Expired/Near-Expiry,Delayed,238.0,False,False
PO007865,S003,P052,W01,2025-02-19,2025-02-22,2025-02-23,467,466.32,464,3.0,Quality Defect,Delayed,467.0,False,False
PO007866,S003,P052,W01,2025-02-27,2025-03-02,2025-03-03,497,466.32,492,5.0,Quality Defect,Delayed,497.0,False,False
PO007867,S003,P052,W01,2025-03-07,2025-03-10,2025-03-10,200,466.32,199,1.0,Quality Defect,Delivered,200.0,False,False
PO007868,S003,P052,W01,2025-03-16,2025-03-19,2025-03-20,454,466.32,449,5.0,Wrong Specification,Delayed,454.0,False,False
PO007869,S003,P052,W01,2025-03-26,2025-03-29,2025-04-02,342,466.32,335,7.0,Quality Defect,Delayed,342.0,False,False
PO007870,S003,P052,W01,2025-04-03,2025-04-06,2025-04-07,338,466.32,337,1.0,Quality Defect,Delayed,338.0,False,False
PO007871,S003,P052,W01,2025-04-16,2025-04-19,2025-04-20,443,466.32,424,19.0,Quality Defect,Delayed,443.0,False,False
PO007872,S003,P052,W01,2025-04-24,2025-04-27,2025-04-27,374,466.32,370,4.0,Quality Defect,Delivered,374.0,False,False
PO007873,S003,P052,W01,2025-05-03,2025-05-06,2025-05-07,607,466.32,600,7.0,Damaged In Transit,Delayed,607.0,False,False
