shipment_id,warehouse_id,store_id,carrier_id,dispatch_date,expected_arrival_date,actual_arrival_date,distance_km,shipment_cost,shipment_status,store_id_invalid_flag
SH001346,W01,ST05,CR01,2024-11-08,2024-11-09,2024-11-09,19.4,1207.97,On-time,False
SH001347,W01,ST05,CR04,2024-11-10,2024-11-11,2024-11-15,17.8,1096.81,Delayed,False
SH001348,W01,ST05,CR04,2024-11-11,2024-11-12,2024-11-12,15.0,1326.29,On-time,False
SH001349,W01,ST05,CR01,2024-11-13,2024-11-14,2024-11-14,31.0,1699.75,On-time,False
SH001350,W01,ST05,CR02,2024-11-14,2024-11-15,2024-11-15,25.5,1916.83,On-time,False
SH001351,W01,ST05,CR05,2024-11-16,2024-11-17,2024-11-17,8.4,814.83,On-time,False
SH001352,W01,ST05,CR05,2024-11-17,2024-11-18,2024-11-18,31.1,1685.37,On-time,False
SH001353,W01,ST05,CR01,2024-11-19,2024-11-20,2024-11-20,15.0,1359.48,On-time,False
SH001354,W01,ST05,CR03,2024-11-21,2024-11-22,2024-11-22,28.6,,On-time,False
SH001355,W01,ST05,CR04,2024-11-23,2024-11-24,2024-11-24,24.4,1388.45,On-time,False
SH001356,W01,ST05,CR05,2024-11-25,2024-11-26,2024-11-26,34.8,1694.1,On-time,False
SH001357,W01,ST05,CR01,2024-11-27,2024-11-28,2024-11-28,24.2,1709.12,On-time,False
SH001358,W01,ST05,CR01,2024-11-28,2024-11-29,2024-11-29,29.2,1532.52,On-time,False
SH001359,W01,ST05,CR02,2024-11-29,2024-11-30,2024-12-03,23.3,1293.33,Delayed,False
SH001360,W01,ST05,CR05,2024-11-30,2024-12-01,2024-12-03,30.3,1764.77,Delayed,False
SH001361,W01,ST05,CR05,2024-12-01,2024-12-02,2024-12-02,15.5,1548.54,On-time,False
SH001362,W01,ST05,CR01,2024-12-03,2024-12-04,2024-12-06,17.3,1153.05,Delayed,False
SH001363,W01,ST05,CR03,2024-12-05,2024-12-06,2024-12-06,13.3,1201.65,On-time,False
SH001364,W03,ST05,CR05,2024-12-07,2024-12-09,2024-12-09,210.3,9369.53,On-time,False
SH001365,W01,ST05,CR01,2024-12-09,2024-12-10,2024-12-11,34.4,1852.84,Delayed,False
SH001366,W01,ST05,CR04,2024-12-11,2024-12-12,2024-12-12,22.3,1251.19,On-time,False
SH001367,W01,ST05,CR04,2024-12-13,2024-12-14,2024-12-16,16.3,962.78,Delayed,False
SH001368,W03,ST05,CR03,2024-12-16,2024-12-18,2024-12-21,210.3,11648.92,Delayed,False
SH001369,W01,ST05,CR04,2024-12-18,2024-12-19,2024-12-19,11.2,745.76,On-time,False
SH001370,W03,ST05,CR02,2024-12-21,2024-12-23,2024-12-26,210.3,10281.77,Delayed,False
SH001371,W01,ST05,CR01,2024-12-23,2024-12-24,2024-12-24,5.7,814.3,On-time,False
SH001372,W01,ST05,CR05,2024-12-25,2024-12-26,2024-12-27,9.3,762.41,Delayed,False
SH001373,W01,ST05,CR01,2024-12-27,2024-12-28,2024-12-28,23.9,1453.68,On-time,False
SH001374,W01,ST05,CR05,2024-12-29,2024-12-30,2024-12-30,27.1,1734.5,On-time,False
SH001375,W01,ST05,CR03,2024-12-30,2024-12-31,2024-12-31,15.0,1105.52,On-time,False
SH001376,W01,ST05,CR05,2025-01-01,2025-01-02,2025-01-02,21.6,1095.36,On-time,False
SH001377,W01,ST05,CR03,2025-01-03,2025-01-04,2025-01-04,27.7,1324.02,On-time,False
SH001378,W01,ST05,CR01,2025-01-04,2025-01-05,2025-01-05,26.8,1824.13,On-time,False
SH001379,W01,ST05,CR04,2025-01-05,2025-01-06,2025-01-06,34.2,1853.68,On-time,False
SH001380,W01,ST05,CR04,2025-01-06,2025-01-07,2025-01-07,22.4,1727.33,On-time,False
SH001381,W01,ST05,CR03,2025-01-08,2025-01-09,2025-01-12,32.3,1930.6,Delayed,False
SH001382,W01,ST05,CR03,2025-01-09,2025-01-10,2025-01-10,13.7,1085.71,On-time,False
SH001383,W01,ST05,CR05,2025-01-11,2025-01-12,2025-01-12,27.7,1385.15,On-time,False
SH001384,W01,ST05,CR01,2025-01-13,2025-01-14,2025-01-14,22.2,1197.44,On-time,False
SH001385,W01,ST05,CR05,2025-01-14,2025-01-15,2025-01-18,16.2,1135.99,Lost,False
SH001386,W01,ST05,CR01,2025-01-16,2025-01-17,2025-01-17,16.9,1134.54,On-time,False
SH001387,W02,ST05,CR03,2025-01-18,2025-01-20,2025-01-20,221.4,12814.95,On-time,False
SH001388,W01,ST05,CR03,2025-01-20,2025-01-21,2025-01-21,25.3,1314.36,On-time,False
SH001389,W01,ST05,CR03,2025-01-22,2025-01-23,2025-01-23,33.4,1574.4,On-time,False
SH001390,W01,ST05,CR01,2025-01-23,2025-01-24,2025-01-24,23.6,1762.36,On-time,False
SH001391,W01,ST05,CR05,2025-01-25,2025-01-26,2025-01-26,9.9,1290.01,On-time,False
SH001392,W01,ST05,CR03,2025-01-27,2025-01-28,2025-01-29,31.1,1951.31,Delayed,False
SH001393,W01,ST05,CR03,2025-01-29,2025-01-30,2025-01-30,24.1,1415.89,On-time,False
SH001394,W01,ST05,CR01,2025-01-31,2025-02-01,2025-02-01,15.3,1147.41,On-time,False
SH001395,W01,ST05,CR04,2025-02-02,2025-02-03,2025-02-03,30.1,1729.79,On-time,False
SH001396,W01,ST05,CR05,2025-02-04,2025-02-05,2025-02-05,13.7,850.02,On-time,False
SH001397,W01,ST05,CR01,2025-02-06,2025-02-07,2025-02-09,26.2,1211.42,Delayed,False
SH001398,W01,ST05,CR05,2025-02-08,2025-02-09,2025-02-09,10.2,1232.0,On-time,False
SH001399,W01,ST05,CR04,2025-02-10,2025-02-11,2025-02-15,16.5,1269.01,Damaged,False
SH001400,W01,ST05,CR01,2025-02-11,2025-02-12,2025-02-12,19.1,1490.94,Damaged,False
SH001401,W01,ST05,CR04,2025-02-12,2025-02-13,2025-02-14,32.2,2115.55,Delayed,False
SH001402,W01,ST05,CR05,2025-02-14,2025-02-15,2025-02-15,22.0,,On-time,False
SH001403,W01,ST05,CR01,2025-02-16,2025-02-17,2025-02-17,17.3,985.09,On-time,False
SH001404,W01,ST05,CR02,2025-02-18,2025-02-19,2025-02-19,29.3,1914.03,On-time,False
SH001405,W01,ST05,CR05,2025-02-20,2025-02-21,2025-02-21,10.3,1115.58,On-time,False
SH001406,W01,ST05,CR01,2025-02-22,2025-02-23,2025-02-23,23.2,1756.69,On-time,False
SH001407,W01,ST05,CR03,2025-02-24,2025-02-25,2025-02-25,9.5,717.82,On-time,False
SH001408,W01,ST05,CR03,2025-02-25,2025-02-26,2025-02-26,24.8,1627.28,On-time,False
SH001409,W02,ST05,CR03,2025-02-28,2025-03-02,2025-03-02,221.4,10268.55,On-time,False
SH001410,W01,ST05,CR01,2025-03-02,2025-03-03,2025-03-03,28.1,1500.62,On-time,False
SH001411,W01,ST05,CR04,2025-03-03,2025-03-04,2025-03-04,16.6,1225.59,On-time,False
SH001412,W01,ST05,CR02,2025-03-05,2025-03-06,2025-03-06,29.2,1605.07,On-time,False
SH001413,W01,ST05,CR04,2025-03-07,2025-03-08,2025-03-09,21.4,2211.83,Delayed,False
SH001414,W02,ST05,CR03,2025-03-09,2025-03-11,2025-03-11,221.4,12517.09,On-time,False
SH001415,W01,ST05,CR03,2025-03-10,2025-03-11,2025-03-11,8.3,1049.97,On-time,False
SH001416,W01,ST05,CR02,2025-03-11,2025-03-12,2025-03-14,23.6,,Delayed,False
SH001417,W01,ST05,CR05,2025-03-13,2025-03-14,2025-03-14,25.7,1596.89,On-time,False
SH001418,W01,ST05,CR05,2025-03-15,2025-03-16,2025-03-16,12.2,1427.04,On-time,False
SH001419,W01,ST05,CR02,2025-03-17,2025-03-18,2025-03-18,20.8,1291.11,On-time,False
SH001420,W01,ST05,CR02,2025-03-20,2025-03-21,2025-03-21,16.7,1208.94,On-time,False
SH001421,W01,ST05,CR05,2025-03-22,2025-03-23,2025-03-23,20.9,1391.56,On-time,False
SH001422,W01,ST05,CR01,2025-03-24,2025-03-25,2025-03-25,24.3,,On-time,False
SH001423,W01,ST05,CR03,2025-03-26,2025-03-27,2025-03-27,30.9,,On-time,False
SH001424,W01,ST05,CR01,2025-03-28,2025-03-29,2025-03-29,28.2,1835.53,On-time,False
SH001425,W01,ST05,CR03,2025-03-30,2025-03-31,2025-03-31,15.7,1619.14,On-time,False
SH001426,W03,ST05,CR05,2025-04-01,2025-04-03,2025-04-04,210.3,10805.21,Delayed,False
SH001427,W01,ST05,CR02,2025-04-02,2025-04-03,2025-04-06,14.0,824.24,Delayed,False
SH001428,W01,ST05,CR05,2025-04-04,2025-04-05,2025-04-05,30.4,1956.87,On-time,False
SH001429,W01,ST05,CR03,2025-04-06,2025-04-07,2025-04-07,11.6,841.63,On-time,False
SH001430,W01,ST05,CR04,2025-04-08,2025-04-09,2025-04-11,17.7,1325.3,Delayed,False
SH001431,W01,ST05,CR01,2025-04-10,2025-04-11,2025-04-11,26.3,2034.24,On-time,False
SH001432,W01,ST05,CR01,2025-04-12,2025-04-13,2025-04-13,15.2,1035.16,On-time,False
SH001433,W01,ST05,CR05,2025-04-14,2025-04-15,2025-04-15,8.4,,On-time,False
SH001434,W01,ST05,CR03,2025-04-16,2025-04-17,2025-04-17,10.4,1087.51,On-time,False
SH001435,W01,ST05,CR02,2025-04-18,2025-04-19,2025-04-19,12.3,737.58,On-time,False
SH001436,W01,ST05,CR03,2025-04-19,2025-04-20,2025-04-20,19.8,1185.0,On-time,False
SH001437,W01,ST05,CR03,2025-04-21,2025-04-22,2025-04-22,19.8,1490.28,On-time,False
SH001438,W02,ST05,CR05,2025-04-23,2025-04-25,2025-04-25,221.4,8144.66,On-time,False
SH001439,W01,ST05,CR04,2025-04-25,2025-04-26,2025-04-30,14.8,1130.54,Delayed,False
SH001440,W01,ST05,CR01,2025-04-26,2025-04-27,2025-04-27,21.3,1530.94,On-time,False
SH001441,W01,ST05,CR02,2025-04-28,2025-04-29,2025-04-29,29.7,1757.14,On-time,False
SH001442,W01,ST05,CR03,2025-04-29,2025-04-30,2025-05-01,7.5,1060.91,Delayed,False
SH001443,W01,ST05,CR05,2025-05-01,2025-05-02,2025-05-02,8.9,609.68,On-time,False
SH001444,W01,ST05,CR05,2025-05-02,2025-05-03,2025-05-03,13.3,976.07,On-time,False
SH001445,W03,ST05,CR03,2025-05-03,2025-05-05,2025-05-09,210.3,9611.69,Delayed,False
SH001446,W02,ST05,CR03,2025-05-06,2025-05-08,2025-05-08,221.4,10962.52,On-time,False
SH001447,W01,ST05,CR05,2025-05-07,2025-05-08,2025-05-08,21.1,2230.6,On-time,False
SH001448,W01,ST05,CR01,2025-05-09,2025-05-10,2025-05-10,21.9,1209.72,On-time,False
SH001449,W01,ST05,CR05,2025-05-10,2025-05-11,2025-05-11,19.6,1260.94,On-time,False
SH001450,W01,ST05,CR05,2025-05-12,2025-05-13,2025-05-16,19.9,1104.84,Delayed,False
SH001451,W01,ST05,CR05,2025-05-13,2025-05-14,2025-05-14,31.8,1999.62,On-time,False
SH001452,W01,ST05,CR01,2025-05-15,2025-05-16,2025-05-16,28.5,1806.11,On-time,False
SH001453,W01,ST05,CR04,2025-05-17,2025-05-18,2025-05-21,9.7,733.01,Delayed,False
SH001454,W01,ST05,CR01,2025-05-18,2025-05-19,2025-05-19,25.3,1750.66,On-time,False
SH001455,W02,ST05,CR04,2025-05-20,2025-05-22,2025-05-25,221.4,11132.86,Delayed,False
SH001456,W01,ST05,CR02,2025-05-22,2025-05-23,2025-05-23,16.2,1493.75,On-time,False
SH001457,W01,ST05,CR01,2025-05-23,2025-05-24,2025-05-24,24.6,1631.73,On-time,False
SH001458,W01,ST05,CR05,2025-05-25,2025-05-26,2025-05-26,13.5,1481.14,On-time,False
SH001459,W01,ST05,CR05,2025-05-27,2025-05-28,2025-05-28,22.1,1529.96,On-time,False
SH001460,W01,ST05,CR01,2025-05-29,2025-05-30,2025-05-30,33.8,2616.45,On-time,False
SH001461,W01,ST05,CR05,2025-05-31,2025-06-01,2025-06-01,12.2,991.62,On-time,False
SH001462,W01,ST05,CR01,2025-06-01,2025-06-02,2025-06-02,32.9,1934.49,On-time,False
SH001463,W01,ST05,CR05,2025-06-03,2025-06-04,2025-06-04,25.9,1662.3,On-time,False
SH001464,W01,ST05,CR03,2025-06-06,2025-06-07,2025-06-10,23.5,1484.61,Delayed,False
SH001465,W01,ST05,CR05,2025-06-08,2025-06-09,2025-06-09,7.1,1015.85,On-time,False
SH001466,W02,ST05,CR02,2025-06-10,2025-06-12,2025-06-15,221.4,9938.2,Delayed,False
SH001467,W01,ST05,CR01,2025-06-11,2025-06-12,2025-06-12,16.7,1272.67,On-time,False
SH001468,W01,ST05,CR03,2025-06-13,2025-06-14,2025-06-14,21.2,1284.34,On-time,False
SH001469,W01,ST05,CR05,2025-06-15,2025-06-16,2025-06-17,19.5,1300.73,Delayed,False
SH001470,W01,ST05,CR01,2025-06-17,2025-06-18,2025-06-18,34.4,1776.72,On-time,False
SH001471,W01,ST05,CR04,2025-06-18,2025-06-19,2025-06-21,10.9,977.04,Delayed,False
SH001472,W01,ST05,CR02,2025-06-20,2025-06-21,2025-06-23,33.2,2088.93,Delayed,False
SH001473,W01,ST05,CR03,2025-06-22,2025-06-23,2025-06-25,30.0,1899.36,Delayed,False
SH001474,W03,ST05,CR01,2025-06-24,2025-06-26,2025-06-30,210.3,9797.62,Delayed,False
SH001475,W01,ST05,CR04,2025-06-25,2025-06-26,2025-06-29,8.8,631.44,Delayed,False
SH001476,W01,ST05,CR01,2025-06-28,2025-06-29,2025-07-01,8.7,768.44,Delayed,False
SH001477,W01,ST05,CR01,2025-06-30,2025-07-01,2025-07-01,30.6,2260.51,On-time,False
SH001478,W01,ST05,CR03,2025-07-01,2025-07-02,2025-07-02,30.6,1804.92,On-time,False
SH001479,W01,ST05,CR01,2025-07-03,2025-07-04,2025-07-06,32.5,,Delayed,False
SH001480,W01,ST05,CR01,2025-07-05,2025-07-06,2025-07-06,13.1,1094.37,On-time,False
SH001481,W01,ST05,CR03,2025-07-07,2025-07-08,2025-07-08,14.7,1033.5,On-time,False
SH001482,W01,ST05,CR05,2025-07-09,2025-07-10,2025-07-10,29.0,1682.49,On-time,False
SH001483,W01,ST05,CR02,2025-07-11,2025-07-12,2025-07-12,20.2,1612.59,On-time,False
SH001484,W03,ST05,CR03,2025-07-13,2025-07-15,2025-07-15,210.3,8663.45,On-time,False
SH001485,W01,ST05,CR03,2025-07-15,2025-07-16,2025-07-16,8.1,613.63,On-time,False
SH001486,W01,ST05,CR03,2025-07-16,2025-07-17,2025-07-17,13.7,971.78,On-time,False
SH001487,W02,ST05,CR03,2025-07-18,2025-07-20,2025-07-21,221.4,,Delayed,False
SH001488,W01,ST05,CR02,2025-07-20,2025-07-21,2025-07-21,24.0,1466.63,On-time,False
SH001489,W01,ST05,CR01,2025-07-21,2025-07-22,2025-07-24,19.8,1572.53,Delayed,False
SH001490,W01,ST05,CR05,2025-07-23,2025-07-24,2025-07-24,9.2,986.29,On-time,False
SH001491,W01,ST05,CR04,2025-07-25,2025-07-26,2025-07-26,16.0,1089.47,On-time,False
SH001492,W01,ST05,CR05,2025-07-27,2025-07-28,2025-07-31,12.8,977.32,Delayed,False
SH001493,W01,ST05,CR05,2025-07-29,2025-07-30,2025-08-03,25.9,1835.89,Delayed,False
SH001494,W01,ST05,CR03,2025-07-31,2025-08-01,2025-08-01,19.8,1296.83,On-time,False
SH001495,W01,ST05,CR03,2025-08-02,2025-08-03,2025-08-03,8.7,784.0,On-time,False
SH001496,W03,ST05,CR05,2025-08-03,2025-08-05,2025-08-08,210.3,8795.28,Delayed,False
SH001497,W01,ST05,CR01,2025-08-05,2025-08-06,2025-08-06,15.4,1110.22,On-time,False
SH001498,W01,ST05,CR02,2025-08-07,2025-08-08,2025-08-08,29.9,1777.55,On-time,False
SH001499,W01,ST05,CR03,2025-08-09,2025-08-10,2025-08-12,17.3,1629.57,Delayed,False
SH001500,W01,ST05,CR01,2025-08-11,2025-08-12,2025-08-12,24.7,1771.76,On-time,False
SH001501,W01,ST05,CR01,2025-08-14,2025-08-15,2025-08-15,18.5,1569.6,On-time,False
SH001502,W01,ST05,CR04,2025-08-16,2025-08-17,2025-08-17,18.7,1135.6,On-time,False
SH001503,W01,ST05,CR01,2025-08-18,2025-08-19,2025-08-19,24.0,1341.02,On-time,False
SH001504,W01,ST05,CR03,2025-08-20,2025-08-21,2025-08-21,18.9,,On-time,False
SH001505,W01,ST05,CR01,2025-08-21,2025-08-22,2025-08-22,16.7,1250.81,On-time,False
SH001506,W01,ST05,CR05,2025-08-23,2025-08-24,2025-08-24,23.4,1645.38,On-time,False
SH001507,W01,ST05,CR01,2025-08-25,2025-08-26,2025-08-26,21.4,1686.16,On-time,False
SH001508,W01,ST05,CR03,2025-08-26,2025-08-27,2025-08-27,12.5,935.95,On-time,False
SH001509,W01,ST05,CR03,2025-08-28,2025-08-29,2025-09-02,32.2,1791.23,Delayed,False
SH001510,W01,ST05,CR01,2025-08-29,2025-08-30,2025-08-30,34.0,1922.22,On-time,False
SH001511,W01,ST05,CR01,2025-08-31,2025-09-01,2025-09-02,19.4,1105.43,Delayed,False
SH001512,W01,ST05,CR02,2025-09-02,2025-09-03,2025-09-03,24.5,1766.32,On-time,False
SH001513,W01,ST05,CR05,2025-09-04,2025-09-05,2025-09-05,13.3,1072.96,On-time,False
SH001514,W01,ST05,CR01,2025-09-05,2025-09-06,2025-09-06,21.2,,On-time,False
SH001515,W01,ST05,CR05,2025-09-06,2025-09-07,2025-09-07,14.1,921.94,Damaged,False
SH001516,W01,ST05,CR01,2025-09-08,2025-09-09,2025-09-10,26.9,1626.95,Delayed,False
SH001517,W01,ST05,CR05,2025-09-10,2025-09-11,2025-09-11,19.8,1101.28,On-time,False
SH001518,W01,ST05,CR01,2025-09-12,2025-09-13,2025-09-13,9.5,901.12,On-time,False
SH001519,W01,ST05,CR03,2025-09-14,2025-09-15,2025-09-15,18.2,1124.51,On-time,False
SH001520,W01,ST05,CR05,2025-09-16,2025-09-17,2025-09-17,16.2,1089.13,On-time,False
SH001521,W01,ST05,CR05,2025-09-17,2025-09-18,2025-09-18,33.3,1807.85,On-time,False
SH001522,W01,ST05,CR02,2025-09-19,2025-09-20,2025-09-24,12.6,1677.5,Delayed,False
SH001523,W01,ST05,CR03,2025-09-21,2025-09-22,2025-09-22,16.8,,On-time,False
SH001524,W01,ST05,CR03,2025-09-23,2025-09-24,2025-09-28,21.9,1242.59,Delayed,False
SH001525,W01,ST05,CR01,2025-09-24,2025-09-25,2025-09-27,13.4,1008.72,Delayed,False
SH001526,W01,ST05,CR02,2025-09-26,2025-09-27,2025-10-01,10.9,849.03,Delayed,False
SH001527,W01,ST05,CR01,2025-09-27,2025-09-28,2025-09-28,34.5,2090.88,On-time,False
SH001528,W02,ST05,CR02,2025-09-29,2025-10-01,2025-10-01,221.4,11019.95,On-time,False
SH001529,W01,ST05,CR03,2025-10-01,2025-10-02,2025-10-02,27.4,1520.46,On-time,False
SH001530,W01,ST05,CR02,2025-10-03,2025-10-04,2025-10-04,27.8,1890.94,On-time,False
SH001531,W01,ST05,CR02,2025-10-05,2025-10-06,2025-10-06,23.3,1511.88,On-time,False
SH001532,W01,ST05,CR02,2025-10-06,2025-10-07,2025-10-07,26.4,2130.84,On-time,False
SH001533,W01,ST05,CR04,2025-10-08,2025-10-09,2025-10-09,13.6,1165.53,On-time,False
SH001534,W01,ST05,CR04,2025-10-10,2025-10-11,2025-10-11,30.2,1696.0,On-time,False
SH001535,W01,ST05,CR04,2025-10-12,2025-10-13,2025-10-13,34.3,2231.7,On-time,False
SH001536,W03,ST05,CR05,2025-10-13,2025-10-15,2025-10-15,210.3,11074.94,On-time,False
SH001537,W01,ST05,CR03,2025-10-15,2025-10-16,2025-10-16,8.5,673.43,On-time,False
SH001538,W01,ST05,CR02,2025-10-16,2025-10-17,2025-10-17,12.7,1092.67,On-time,False
SH001539,W01,ST05,CR03,2025-10-18,2025-10-19,2025-10-19,33.6,1847.72,On-time,False
SH001540,W01,ST05,CR04,2025-10-19,2025-10-20,2025-10-20,27.9,1416.75,On-time,False
SH001541,W01,ST05,CR03,2025-10-21,2025-10-22,2025-10-22,26.5,1413.08,On-time,False
SH001542,W01,ST05,CR04,2025-10-23,2025-10-24,2025-10-26,14.7,877.89,Delayed,False
SH001543,W01,ST05,CR03,2025-10-24,2025-10-25,2025-10-25,14.2,991.92,On-time,False
SH001544,W01,ST05,CR01,2025-10-26,2025-10-27,2025-10-27,8.5,813.34,On-time,False
SH001545,W01,ST05,CR01,2025-10-28,2025-10-29,2025-10-29,31.7,1993.06,On-time,False
SH001546,W01,ST05,CR05,2025-10-29,2025-10-30,2025-10-30,16.8,1119.74,On-time,False
SH001547,W02,ST05,CR04,2025-10-31,2025-11-02,2025-11-02,221.4,8880.54,On-time,False
SH001548,W01,ST05,CR02,2025-11-01,2025-11-02,2025-11-02,25.5,1335.49,On-time,False
SH001549,W01,ST05,CR01,2025-11-02,2025-11-03,2025-11-03,18.0,1431.2,On-time,False
SH001550,W01,ST05,CR02,2025-11-04,2025-11-05,2025-11-05,10.0,783.62,On-time,False
SH001551,W01,ST05,CR04,2025-11-06,2025-11-07,2025-11-07,11.6,1366.45,On-time,False
SH001552,W03,ST05,CR02,2025-11-08,2025-11-10,2025-11-14,210.3,10062.59,Delayed,False
SH001553,W01,ST05,CR03,2025-11-10,2025-11-11,2025-11-11,22.1,1859.86,On-time,False
SH001554,W01,ST05,CR02,2025-11-11,2025-11-12,2025-11-12,14.5,1223.58,On-time,False
SH001555,W01,ST05,CR05,2025-11-13,2025-11-14,2025-11-14,20.5,1463.67,On-time,False
SH001556,W01,ST05,CR01,2025-11-14,2025-11-15,2025-11-15,8.6,907.04,On-time,False
SH001557,W01,ST05,CR03,2025-11-16,2025-11-17,2025-11-17,21.7,1176.18,On-time,False
SH001558,W01,ST05,CR01,2025-11-18,2025-11-19,2025-11-19,24.8,1609.82,On-time,False
SH001559,W01,ST05,CR05,2025-11-19,2025-11-20,2025-11-20,22.9,1884.57,On-time,False
SH001560,W01,ST05,CR03,2025-11-21,2025-11-22,2025-11-22,31.6,1994.7,On-time,False
SH001561,W01,ST05,CR05,2025-11-23,2025-11-24,2025-11-24,9.8,933.59,On-time,False
SH001562,W01,ST05,CR01,2025-11-25,2025-11-26,2025-11-26,22.9,1471.5,On-time,False
SH001563,W01,ST05,CR02,2025-11-27,2025-11-28,2025-11-28,9.8,1037.41,On-time,False
SH001564,W01,ST05,CR02,2025-11-29,2025-11-30,2025-11-30,19.5,1377.03,On-time,False
SH001565,W01,ST05,CR03,2025-12-01,2025-12-02,2025-12-02,19.1,1284.88,On-time,False
SH001566,W01,ST05,CR01,2025-12-02,2025-12-03,2025-12-03,21.3,1358.75,On-time,False
SH001567,W01,ST05,CR05,2025-12-04,2025-12-05,2025-12-05,15.8,1134.48,On-time,False
SH001568,W01,ST05,CR02,2025-12-06,2025-12-07,2025-12-07,7.3,983.94,On-time,False
SH001569,W01,ST05,CR03,2025-12-08,2025-12-09,2025-12-09,8.6,815.39,On-time,False
SH001570,W01,ST05,CR05,2025-12-10,2025-12-11,2025-12-11,24.5,1443.3,On-time,False
SH001571,W02,ST05,CR01,2025-12-13,2025-12-15,2025-12-15,221.4,8902.95,On-time,False
SH001572,W01,ST05,CR03,2025-12-15,2025-12-16,2025-12-19,18.8,1380.18,Delayed,False
SH001573,W01,ST05,CR03,2025-12-17,2025-12-18,2025-12-18,18.1,1172.58,On-time,False
SH001574,W01,ST05,CR03,2025-12-19,2025-12-20,2025-12-20,12.4,962.76,On-time,False
SH001575,W01,ST05,CR02,2025-12-21,2025-12-22,2025-12-22,8.8,815.73,On-time,False
SH001576,W01,ST05,CR05,2025-12-23,2025-12-24,2025-12-25,14.8,842.63,Delayed,False
SH001577,W01,ST05,CR04,2025-12-25,2025-12-26,2025-12-30,26.7,1650.69,Delayed,False
SH001578,W01,ST05,CR01,2025-12-27,2025-12-28,2025-12-29,7.5,1079.78,Delayed,False
SH001579,W01,ST05,CR02,2025-12-29,2025-12-30,2025-12-30,17.6,1194.23,On-time,False
SH001580,W01,ST05,CR05,2025-12-31,2026-01-01,,26.6,1699.11,In-Transit,False
SH001581,W01,ST06,CR03,2024-01-03,2024-01-04,2024-01-07,123.3,6117.84,Delayed,False
SH001582,W01,ST06,CR04,2024-01-05,2024-01-06,2024-01-06,123.3,6498.04,On-time,False
SH001583,W01,ST06,CR03,2024-01-07,2024-01-08,2024-01-08,123.3,5643.65,On-time,False
SH001584,W01,ST06,CR03,2024-01-09,2024-01-10,2024-01-10,123.3,5677.92,On-time,False
SH001585,W01,ST06,CR01,2024-01-11,2024-01-12,2024-01-12,123.3,7973.63,On-time,False
SH001586,W01,ST06,CR02,2024-01-13,2024-01-14,2024-01-14,123.3,6574.44,On-time,False
SH001587,W01,ST06,CR05,2024-01-16,2024-01-17,2024-01-17,123.3,5749.92,On-time,False
SH001588,W01,ST06,CR05,2024-01-18,2024-01-19,2024-01-19,123.3,5057.07,On-time,False
SH001589,W01,ST06,CR03,2024-01-21,2024-01-22,2024-01-24,123.3,,Delayed,False
SH001590,W01,ST06,CR01,2024-01-24,2024-01-25,2024-01-25,123.3,5437.74,On-time,False
SH001591,W01,ST06,CR02,2024-01-26,2024-01-27,2024-01-27,123.3,7040.4,On-time,False
SH001592,W01,ST06,CR05,2024-01-29,2024-01-30,2024-01-30,123.3,,On-time,False
SH001593,W01,ST06,CR01,2024-02-01,2024-02-02,2024-02-02,123.3,6320.75,On-time,False
SH001594,W01,ST06,CR03,2024-02-03,2024-02-04,2024-02-04,123.3,6675.87,On-time,False
SH001595,W01,ST06,CR02,2024-02-05,2024-02-06,2024-02-06,123.3,6440.75,On-time,False
SH001596,W01,ST06,CR03,2024-02-07,2024-02-08,2024-02-08,123.3,5586.87,On-time,False
SH001597,W03,ST06,CR01,2024-02-10,2024-02-12,2024-02-12,270.1,14879.47,On-time,False
SH001598,W01,ST06,CR01,2024-02-13,2024-02-14,2024-02-14,123.3,7359.12,On-time,False
SH001599,W03,ST06,CR03,2024-02-15,2024-02-17,2024-02-20,270.1,13875.6,Delayed,False
SH001600,W02,ST06,CR05,2024-02-18,2024-02-20,2024-02-20,161.0,8058.61,On-time,False
SH001601,W01,ST06,CR05,2024-02-20,2024-02-21,2024-02-21,123.3,7516.67,On-time,False
SH001602,W01,ST06,CR05,2024-02-23,2024-02-24,2024-02-24,123.3,6818.98,On-time,False
SH001603,W01,ST06,CR05,2024-02-26,2024-02-27,2024-02-27,123.3,5296.57,Damaged,False
SH001604,W01,ST06,CR01,2024-02-29,2024-03-01,2024-03-01,123.3,6664.77,On-time,False
SH001605,W01,ST06,CR05,2024-03-03,2024-03-04,2024-03-04,123.3,7902.33,Damaged,False
SH001606,W01,ST06,CR01,2024-03-06,2024-03-07,2024-03-07,123.3,7236.92,On-time,False
SH001607,W02,ST06,CR01,2024-03-08,2024-03-10,2024-03-10,161.0,7461.08,On-time,False
SH001608,W01,ST06,CR02,2024-03-10,2024-03-11,2024-03-11,123.3,5869.36,On-time,False
SH001609,W01,ST06,CR03,2024-03-12,2024-03-13,2024-03-13,123.3,6766.03,On-time,False
SH001610,W01,ST06,CR03,2024-03-15,2024-03-16,2024-03-16,123.3,4776.52,On-time,False
SH001611,W01,ST06,CR01,2024-03-18,2024-03-19,2024-03-19,123.3,7079.83,On-time,False
SH001612,W02,ST06,CR05,2024-03-21,2024-03-23,2024-03-23,161.0,7967.15,On-time,False
SH001613,W01,ST06,CR02,2024-03-23,2024-03-24,2024-03-24,123.3,6520.07,On-time,False
